Date,Open,High,Low,Close,Adj Close,Volume,ticker
2010/1/15,86.26174927,87.17264188,85.92775261,87.08914851,212283100,212283100,SPY
2010/1/19,87.33963013,87.39276543,86.22378304,86.24656028,139172700,139172700,SPY
2010/1/20,86.45154572,86.87662829,85.76078653,86.7475862,216490200,216490200,SPY
2010/1/21,84.78916168,86.73999539,84.68289104,86.47431878,344859600,344859600,SPY
2010/1/22,82.89903259,84.8195019,82.80794101,84.40959847,345942400,345942400,SPY
2010/1/25,83.32411957,83.80993557,83.05085639,83.65811626,186937500,186937500,SPY
2010/1/26,82.97494507,83.85547972,82.76999623,82.99771652,211168800,211168800,SPY
2010/1/27,83.36965942,83.5594292,82.23104077,82.86866444,271863600,271863600,SPY
2010/1/28,82.41322327,83.68847647,81.91223404,83.64293358,316104000,316104000,SPY
2010/1/29,81.51753235,83.34691639,81.38849025,82.77001446,310677600,310677600,SPY
2010/2/1,82.78518677,82.79277918,81.60102491,82.09442761,187865000,187865000,SPY
2010/2/2,83.78717804,83.94658401,82.64855899,82.93701286,216327900,216327900,SPY
2010/2/3,83.36965942,83.863062,83.12675434,83.4076099,172730700,172730700,SPY
2010/2/4,80.79640198,82.76241457,80.78121715,82.72446408,356715700,356715700,SPY
2010/2/5,80.96337891,81.13037144,79.384493,80.88746636,493585800,493585800,SPY
2010/2/8,80.37892914,81.47200549,80.31820139,81.02414557,224166900,224166900,SPY
2010/2/9,81.3884964,82.09444049,80.66736747,81.32017624,337820500,337820500,SPY
2010/2/10,81.22906494,81.67691888,80.54589252,81.2594288,240511500,240511500,SPY
2010/2/11,82.07923889,82.17033049,80.65217196,81.12280319,223591600,223591600,SPY
2010/2/12,82.01093292,82.05647583,80.84954245,81.2138973,304622100,304622100,SPY
2010/2/16,83.30133057,83.38482972,81.84390023,82.63334311,159317500,159317500,SPY
2010/2/17,83.69607544,83.80993848,83.30135101,83.70366206,168845100,168845100,SPY
2010/2/18,84.18946838,84.36405334,83.52906746,83.55943132,193708600,193708600,SPY
2010/2/19,84.36405182,84.69045607,83.77197104,83.96933323,222684900,222684900,SPY
2010/2/22,84.37927246,84.69808443,84.12877486,84.67531298,132346900,132346900,SPY
2010/2/23,83.35450745,84.40962735,83.13437372,84.15154314,207497000,207497000,SPY
2010/2/24,84.12117004,84.25780455,83.39245459,83.60499587,176350700,176350700,SPY
2010/2/25,84.0072937,84.06802143,82.69408993,82.92181021,259634700,259634700,SPY
2010/2/26,84.06044769,84.34890156,83.58222978,84.08321915,173589300,173589300,SPY
2010/3/1,84.93339539,85.01689458,84.38685728,84.40962874,147709700,147709700,SPY
2010/3/2,85.16867065,85.57857405,85.01685715,85.2977185,160992400,160992400,SPY
2010/3/3,85.24460602,85.75318775,85.03205895,85.38882714,150785000,150785000,SPY
2010/3/4,85.50269318,85.62414865,85.03965433,85.35846625,135770400,135770400,SPY
2010/3/5,86.724823,86.79313737,85.85188051,86.0568352,176118800,176118800,SPY
2010/3/8,86.73996735,86.92973712,86.58815384,86.73238072,114631200,114631200,SPY
2010/3/9,86.88420105,87.28651208,86.43634712,86.48189002,154556700,154556700,SPY
2010/3/10,87.27134705,87.50665977,86.8462645,86.92217127,186088800,186088800,SPY
2010/3/11,87.63570404,87.65848128,86.80071796,87.06639456,160791100,160791100,SPY
2010/3/12,87.64329529,88.03042735,87.40039014,88.01524252,162074800,162074800,SPY
2010/3/15,87.66606903,87.72679677,86.9904889,87.49148403,146816800,146816800,SPY
2010/3/16,88.36442566,88.44791906,87.66606829,87.90897344,168673000,168673000,SPY
2010/3/17,88.88816071,89.17661447,88.37198669,88.63007659,177468100,177468100,SPY
2010/3/18,88.84261322,89.01719816,88.48584514,88.89574852,196509100,196509100,SPY
2010/3/19,88.39292908,89.39903961,88.04993328,88.39292908,226641100,226641100,SPY
2010/3/22,88.86549377,89.02556197,87.83651801,87.88987213,184477800,184477800,SPY
2010/3/23,89.49053192,89.56675129,88.70545554,88.99509729,182941600,182941600,SPY
2010/3/24,89.05606079,89.50576492,88.09568634,89.1551512,196072600,196072600,SPY
2010/3/25,88.91123962,90.06978899,88.80453136,89.65819748,223396300,223396300,SPY
2010/3/26,88.8578949,89.49814456,88.50728116,89.07893513,205808500,205808500,SPY
2010/3/29,89.42194366,89.58200611,88.94175632,89.30761168,134513500,134513500,SPY
2010/3/30,89.48287201,89.81062041,89.10939317,89.52860245,145772500,145772500,SPY
2010/3/31,89.17801666,89.57436084,88.88075707,89.13990407,161078700,161078700,SPY
2010/4/1,89.7877655,90.13075548,89.25421843,89.7877655,161215200,161215200,SPY
2010/4/5,90.5194931,90.5804651,89.8792377,90.13076681,105847600,105847600,SPY
2010/4/6,90.7328949,90.89295727,90.16124108,90.26032565,110384200,110384200,SPY
2010/4/7,90.21459198,90.97679705,89.79537687,90.54996407,184576300,184576300,SPY
2010/4/8,90.52707672,90.6795212,89.63529835,89.90206891,158704000,158704000,SPY
2010/4/9,91.1216507,91.15975747,90.54999669,90.71767698,133006500,133006500,SPY
2010/4/12,91.26644897,91.50273654,91.12925181,91.23596007,110279000,110279000,SPY
2010/4/13,91.33502197,91.49508432,90.70239046,91.17495963,125043600,125043600,SPY
2010/4/14,92.37162781,92.37162781,91.52557977,91.67039477,161609000,161609000,SPY
2010/4/15,92.44788361,92.66130016,92.18873077,92.21921968,144615300,144615300,SPY
2010/4/16,90.97680664,92.4478628,90.51186104,92.12011436,366786700,366786700,SPY
2010/4/19,91.31977081,91.4112375,90.298419,90.71001036,217947800,217947800,SPY
2010/4/20,92.13538361,92.2116088,91.36556036,91.89147812,157708000,157708000,SPY
2010/4/21,91.96768188,92.40213861,91.45699998,92.18871627,192910100,192910100,SPY
2010/4/22,92.24207306,92.356405,90.79388779,91.31980544,115360300,115360300,SPY
2010/4/23,92.84421539,92.88232798,91.94481301,92.18110058,177335500,177335500,SPY
2010/4/26,92.4936142,93.08051555,92.40215328,92.87471686,143457300,143457300,SPY
2010/4/27,90.30609131,92.48599323,90.13078152,91.9600755,355853300,355853300,SPY
2010/4/28,90.99207306,91.22073699,90.14602465,90.74054971,300674100,300674100,SPY
2010/4/29,92.12010193,92.31065319,91.51795925,91.54082447,193775000,193775000,SPY
2010/4/30,90.55758667,92.23444139,90.53472145,92.135351,270000900,270000900,SPY
2010/5/3,91.73139191,91.98292101,90.85485479,90.99205195,182747900,182747900,SPY
2010/5/4,89.57434082,90.72527215,89.11701892,90.71003061,360353400,360353400,SPY
2010/5/5,89.040802,89.78776558,88.39292881,88.84262704,328973200,328973200,SPY
2010/5/6,86.08345795,89.17800923,80.03154674,88.613979,647356600,647356600,SPY
2010/5/7,84.80295563,86.71608657,83.39287711,85.85479675,637558800,637558800,SPY
2010/5/10,88.53773499,88.9112138,87.58497874,88.27095859,396159600,396159600,SPY
2010/5/11,88.28621674,89.45238959,87.58498945,87.70693924,317849800,317849800,SPY
2010/5/12,89.52098846,89.65056775,88.48438904,88.63683355,235607100,235607100,SPY
2010/5/13,88.40818024,89.6963089,88.33196088,89.27709371,234452500,234452500,SPY
2010/5/14,86.80755615,87.90513358,86.03010935,87.74507118,345601400,345601400,SPY
2010/5/17,86.85327148,87.28772817,85.19166408,87.04382277,325739800,325739800,SPY
2010/5/18,85.671875,87.82129367,85.38985695,87.56214085,360556800,360556800,SPY
2010/5/19,85.18405151,85.95387455,84.11696311,85.19166938,394742700,394742700,SPY
2010/5/20,81.96752167,83.75870215,81.91416755,83.369976,530418300,530418300,SPY
2010/5/21,83.16419983,83.36999265,80.30593067,80.72514581,500909400,500909400,SPY
2010/5/24,82.09712219,83.37762717,82.02090283,82.71450655,269823000,269823000,SPY
2010/5/25,82.18097687,82.21908946,79.55898872,80.11540116,396505200,396505200,SPY
2010/5/26,81.68551636,83.43859035,81.44161097,82.68400896,349719300,349719300,SPY
2010/5/27,84.42183685,84.45232575,82.91266823,83.2251751,300870500,300870500,SPY
2010/5/28,83.36236572,84.39134134,82.96601585,84.33036355,297933500,297933500,SPY
2010/6/1,81.95991516,83.80445015,81.83796537,82.58492312,277909400,277909400,SPY
2010/6/2,84.09409332,84.10171119,81.94467509,82.37913178,240243700,240243700,SPY
2010/6/3,84.38373566,84.65050631,83.52244589,84.33800521,226618300,226618300,SPY
2010/6/4,81.41874695,83.33188334,81.14435265,82.78309475,398475600,398475600,SPY
2010/6/7,80.4050293,82.0209065,80.3440573,81.70839956,264609100,264609100,SPY
2010/6/8,81.26633453,81.42639696,79.7647891,80.46601661,357774300,357774300,SPY
2010/6/9,80.83188629,82.5316011,80.48889037,81.73890678,268023300,268023300,SPY
2010/6/10,83.19470978,83.29379437,80.82425083,82.21146424,317890600,317890600,SPY
2010/6/11,83.59867096,83.65202509,82.40963265,82.46298678,214128200,214128200,SPY
2010/6/14,83.46911621,84.69626739,83.38527315,84.23893949,207196100,207196100,SPY
2010/6/15,85.36698914,85.4432085,83.9111743,84.05599516,238268700,238268700,SPY
2010/6/16,85.33649445,85.68710814,84.75721686,84.92490294,216374000,216374000,SPY
2010/6/17,85.47368622,85.61850706,84.64288538,85.58039448,263185800,263185800,SPY
2010/6/18,85.5663681,85.87269607,85.29066826,85.6429501,174006600,174006600,SPY
2010/6/21,85.32128906,86.69212229,84.84647144,86.63086021,213140700,213140700,SPY
2010/6/22,83.91214752,85.69653611,83.78961753,85.32128036,239355400,239355400,SPY
2010/6/23,83.65177155,84.2644332,83.07739796,83.9657594,254639900,254639900,SPY
2010/6/24,82.26560974,83.34543485,82.05117788,83.23821892,268523600,268523600,SPY
2010/6/25,82.61026001,83.0314639,81.76784054,82.51069816,238726500,238726500,SPY
2010/6/28,82.34984589,82.95485337,82.05117212,82.73276157,169218600,169218600,SPY
2010/6/29,79.80732727,82.33457442,79.30188135,81.19348089,373649500,373649500,SPY
2010/6/30,79.04912567,80.32040288,78.78873993,79.58520537,284101700,284101700,SPY
2010/7/1,78.69683075,79.25588436,77.44852192,78.99550451,382924800,382924800,SPY
2010/7/2,78.26799774,79.20231335,77.82381979,78.9649074,233385200,233385200,SPY
2010/7/6,78.78108978,79.92983705,78.02291238,79.37077748,256935300,256935300,SPY
2010/7/7,81.26239014,81.36194614,78.8959675,78.98020944,253769400,253769400,SPY
2010/7/8,82.06647491,82.15837092,81.10918591,81.94393912,210842100,210842100,SPY
2010/7/9,82.67916107,82.68682102,81.89035563,82.04351958,144999900,144999900,SPY
2010/7/12,82.73278046,82.89360438,82.0588508,82.40347266,131283600,131283600,SPY
2010/7/13,83.98110199,84.31040399,83.42204231,83.59052621,213025900,213025900,SPY
2010/7/14,83.97341919,84.30272694,83.36841165,83.71303346,184426800,184426800,SPY
2010/7/15,83.99640656,84.28742045,82.83999925,83.94279858,232337900,232337900,SPY
2010/7/16,81.68357849,83.63644502,81.52274876,83.54454315,282693400,282693400,SPY
2010/7/19,82.16606903,82.42644896,81.34662949,81.98227109,186709000,186709000,SPY
2010/7/20,83.0774231,83.13868519,81.04030803,81.07860195,258162400,258162400,SPY
2010/7/21,81.99756622,83.52922899,81.66059854,83.50625499,264527000,264527000,SPY
2010/7/22,83.82792664,84.19552838,82.96253903,82.97019314,274781300,274781300,SPY
2010/7/23,84.5554657,84.67799571,83.42203241,83.65943833,222020800,222020800,SPY
2010/7/26,85.43612671,85.52036861,84.46352366,84.70092946,184445700,184445700,SPY
2010/7/27,85.42848206,85.99519557,85.09151442,85.90329371,204855600,204855600,SPY
2010/7/28,84.87711334,85.51275494,84.59375356,85.25236917,163056200,163056200,SPY
2010/7/29,84.46356964,85.63529108,83.78963992,85.40553926,220149100,220149100,SPY
2010/7/30,84.44822693,84.9000705,83.46030955,83.60581355,220070600,220070600,SPY
2010/8/2,86.35514832,86.4929982,85.42083309,85.76545488,188263200,188263200,SPY
2010/8/3,85.9416275,86.3628314,85.65826769,86.14074536,146657300,146657300,SPY
2010/8/4,86.51596069,86.62317661,85.89563923,86.17899306,158171700,158171700,SPY
2010/8/5,86.42409515,86.47004902,85.83440739,85.96459736,140473800,140473800,SPY
2010/8/6,86.07183075,86.2096807,84.94605713,85.57403894,239728300,239728300,SPY
2010/8/9,86.53131104,86.67682091,86.01820526,86.47770306,120800400,120800400,SPY
2010/8/10,86.06411743,86.52362088,85.29063204,85.79607765,242916300,242916300,SPY
2010/8/11,83.70539856,84.76990405,83.56754863,84.73927008,273406900,273406900,SPY
2010/8/12,83.192276,83.49094983,82.40347047,82.44176438,239542600,239542600,SPY
2010/8/13,82.94720459,83.44499621,82.8476486,82.93189053,158698500,158698500,SPY
2010/8/16,82.90892029,83.17696015,82.08182086,82.38049468,147895300,147895300,SPY
2010/8/17,83.92746735,84.54013485,83.38372771,83.62113943,172270300,172270300,SPY
2010/8/18,84.08063507,84.53247282,83.4067055,83.88917721,182922100,182922100,SPY
2010/8/19,82.61791229,83.85090166,82.2732904,83.64412969,265847600,265847600,SPY
2010/8/20,82.34984589,82.66383955,81.75249836,82.37281989,209714200,209714200,SPY
2010/8/23,82.03586578,83.14631903,81.99757187,82.7404293,163490300,163490300,SPY
2010/8/24,80.81822205,81.47683781,80.38935814,81.13986997,280677800,280677800,SPY
2010/8/25,81.13220978,81.43853777,79.86858634,80.37403221,272234800,272234800,SPY
2010/8/26,80.58843994,81.62231115,80.32039428,81.51509522,224439500,224439500,SPY
2010/8/27,81.83674622,81.92098814,79.88387375,81.0938888,272649000,272649000,SPY
2010/8/30,80.64974213,81.87507764,80.64208802,81.62235175,167238600,167238600,SPY
2010/8/31,80.64974213,81.16285385,80.02176031,80.3510682,273933100,273933100,SPY
2010/9/1,83.06208801,83.17696391,81.68359475,81.73720272,256828100,256828100,SPY
2010/9/2,83.83557129,83.85088535,83.08505388,83.26119769,156112200,156112200,SPY
2010/9/3,84.92303467,84.99961663,84.20315136,84.65499487,212197300,212197300,SPY
2010/9/7,83.96578217,84.63205781,83.89686012,84.52484184,141973700,141973700,SPY
2010/9/8,84.5554657,84.89242761,84.09596209,84.134256,149924400,149924400,SPY
2010/9/9,84.94602966,85.52806325,84.71628372,85.50508924,147017900,147017900,SPY
2010/9/10,85.37492371,85.47447973,84.90776588,85.09922382,127819000,127819000,SPY
2010/9/13,86.3245163,86.50065425,85.87267273,86.21730037,178503500,178503500,SPY
2010/9/14,86.27092743,86.76105917,85.83440367,86.15605153,209823600,209823600,SPY
2010/9/15,86.60019684,86.69975279,85.75778365,86.01816347,168608400,168608400,SPY
2010/9/16,86.57726288,86.63087086,86.04117726,86.33219701,199962900,199962900,SPY
2010/9/17,86.60958099,87.11773853,86.37090414,87.03304561,195836900,195836900,SPY
2010/9/20,87.93386078,88.12634362,86.63267489,86.90985065,214555200,214555200,SPY
2010/9/21,87.75679779,88.4189335,87.39492903,88.00317564,268389100,268389100,SPY
2010/9/22,87.32563019,88.11096362,87.07925234,87.61820792,191322400,191322400,SPY
2010/9/23,86.61728668,87.51810505,86.37090886,86.60958572,202354300,202354300,SPY
2010/9/24,88.40353394,88.46512986,87.5027155,87.57970747,209671800,209671800,SPY
2010/9/27,87.98007202,88.53442365,87.89538496,88.43433467,128761800,128761800,SPY
2010/9/28,88.28804779,88.57292457,87.14085145,88.09556491,209207500,209207500,SPY
2010/9/29,88.13404846,88.47282016,87.78757581,88.06475158,179665800,179665800,SPY
2010/9/30,87.87226868,89.15035762,87.45650502,88.58061003,287106700,287106700,SPY
2010/10/1,88.24187469,88.63454152,87.71832089,88.53444663,174638700,174638700,SPY
2010/10/4,87.57969666,88.42662002,87.14083599,88.05705624,166153200,166153200,SPY
2010/10/5,89.34283447,89.55841431,88.28802641,88.38812124,229634100,229634100,SPY
2010/10/6,89.33515167,89.56613347,88.97328292,89.32745071,148626600,148626600,SPY
2010/10/7,89.22736359,89.72011929,88.68841387,89.69702228,164860000,164860000,SPY
2010/10/8,89.72781372,89.97419155,89.01177722,89.35054895,177760100,177760100,SPY
2010/10/11,89.81251526,90.05889312,89.50454147,89.86641023,103098300,103098300,SPY
2010/10/12,90.08968353,90.35145741,89.04257626,89.51993001,182210000,182210000,SPY
2010/10/13,90.79032898,91.27538963,90.37456523,90.590151,194347200,194347200,SPY
2010/10/14,90.43618011,90.85964492,89.86643228,90.70565504,217764300,217764300,SPY
2010/10/15,90.62094879,91.12140552,89.89721707,91.06751054,243705000,243705000,SPY
2010/10/18,91.06748962,91.36776242,90.32065519,90.65172594,141204800,141204800,SPY
2010/10/19,89.87412262,90.73644229,89.32746599,90.22829047,280604700,280604700,SPY
2010/10/20,90.75182343,91.19068412,89.98189196,90.03578693,200051800,200051800,SPY
2010/10/21,90.95202637,91.69116007,90.24369064,91.15991121,221585500,221585500,SPY
2010/10/22,91.1213913,91.2599792,90.85191645,91.09059333,108212400,108212400,SPY
2010/10/25,91.39085388,92.20698515,91.32156288,91.72962557,151145700,151145700,SPY
2010/10/26,91.40627289,91.49866091,90.75183226,90.92891322,158982900,158982900,SPY
2010/10/27,91.14450073,91.2445956,90.2821811,90.76723589,190024000,190024000,SPY
2010/10/28,91.15988922,91.70653987,90.72102851,91.66804095,168576000,168576000,SPY
2010/10/29,91.22918701,91.40627385,90.90581717,91.06750209,144305500,144305500,SPY
2010/11/1,91.25997925,92.19929661,90.7364256,91.67574296,174074800,174074800,SPY
2010/11/2,91.98371124,92.19929111,91.69883449,91.94521232,158345900,158345900,SPY
2010/11/3,92.35329437,92.40718935,91.19839696,92.14541542,226702800,226702800,SPY
2010/11/4,94.13179779,94.17799179,92.36865449,93.37726257,215039400,215039400,SPY
2010/11/5,94.48599243,94.63997638,94.07022873,94.19341471,180654100,180654100,SPY
2010/11/8,94.3088913,94.46288109,93.88543257,94.19340042,156107100,156107100,SPY
2010/11/9,93.63135529,94.66306051,93.25409056,94.56297155,186621600,186621600,SPY
2010/11/10,94.00863647,94.05483636,92.89993909,93.60827467,221387400,221387400,SPY
2010/11/11,93.65445709,93.79304498,92.91532364,93.20020038,158017600,158017600,SPY
2010/11/12,92.54574585,93.43116808,92.12228713,93.0231054,239068800,239068800,SPY
2010/11/15,92.41488647,93.20021997,92.37639342,92.83835119,163940800,163940800,SPY
2010/11/16,90.97511292,91.99911739,90.5362463,91.84513343,299566200,299566200,SPY
2010/11/17,91.02130127,91.39856605,90.74412546,91.01360031,172308900,172308900,SPY
2010/11/18,92.36097717,92.69204794,91.89131851,91.89901947,197723700,197723700,SPY
2010/11/19,92.61505127,92.65354432,91.81432189,92.31477849,156852900,156852900,SPY
2010/11/22,92.53807068,92.57656373,91.44476346,92.15310492,181361000,181361000,SPY
2010/11/23,91.19838715,91.63724788,90.84421935,91.444765,222309000,222309000,SPY
2010/11/24,92.54574585,92.56884872,91.76041846,91.7758145,140046100,140046100,SPY
2010/11/26,91.46782684,92.24545311,91.46782684,91.74500254,76007800,76007800,SPY
2010/11/29,91.74503326,91.99141109,90.65172615,91.23687569,223642300,223642300,SPY
2010/11/30,91.22918701,91.7527407,90.70563333,90.83652615,233930700,233930700,SPY
2010/12/1,93.16941833,93.3464993,92.5380747,92.54576979,221037200,221037200,SPY
2010/12/2,94.36278534,94.43208222,93.26178326,93.31567822,191213600,191213600,SPY
2010/12/3,94.61686707,94.72465699,94.01632153,94.03941853,151288900,151288900,SPY
2010/12/6,94.51679993,94.73237982,94.31661608,94.41670506,103050500,103050500,SPY
2010/12/7,94.57067871,95.47919803,94.51678375,95.42530307,206581000,206581000,SPY
2010/12/8,94.9171524,94.99414438,94.24731577,94.68617648,138019200,138019200,SPY
2010/12/9,95.28672791,95.48690587,94.8170692,95.44841282,123705100,123705100,SPY
2010/12/10,95.84107971,95.93346774,95.26363106,95.57929994,117571700,117571700,SPY
2010/12/13,95.90264893,96.39540453,95.87185097,96.27991952,133812700,133812700,SPY
2010/12/14,95.98733521,96.41850073,95.69476342,96.04893112,147249600,147249600,SPY
2010/12/15,95.54846954,96.18751391,95.38678468,95.81024923,160823100,160823100,SPY
2010/12/16,96.10285187,96.17214876,95.27902538,95.61009617,185035200,185035200,SPY
2010/12/17,96.20581818,96.32965204,95.83430478,96.03554145,141075300,141075300,SPY
2010/12/20,96.43798828,96.67018484,95.95812406,96.46894822,119085500,119085500,SPY
2010/12/21,97.04943085,97.11135071,96.64696352,96.73983741,94965500,94965500,SPY
2010/12/22,97.35127258,97.38223251,97.06490356,97.11908196,78878100,78878100,SPY
2010/12/23,97.21195221,97.35126894,96.97202014,97.24291214,70053700,70053700,SPY
2010/12/27,97.25064087,97.34351474,96.77851234,96.84816774,58126000,58126000,SPY
2010/12/28,97.38998413,97.48285803,97.13456911,97.44416254,55309100,55309100,SPY
2010/12/29,97.45960999,97.67632355,97.44413298,97.50605282,58033100,58033100,SPY
2010/12/30,97.30483246,97.6221614,97.15777427,97.36675232,76616900,76616900,SPY
2010/12/31,97.32805634,97.42093613,97.00298591,97.15777967,91218900,91218900,SPY
2011/1/3,98.33422852,98.75991426,97.28935008,98.07107207,138725200,138725200,SPY
2011/1/4,98.28005981,98.58191178,97.66861443,98.55095185,137409700,137409700,SPY
2011/1/5,98.7908783,98.85279816,97.877581,97.97046079,133975300,133975300,SPY
2011/1/6,98.59736633,98.93791961,98.3032559,98.82956282,122519000,122519000,SPY
2011/1/7,98.403862,98.8914675,97.6376231,98.72893233,156034600,156034600,SPY
2011/1/10,98.28005981,98.41937656,97.67634998,97.97046639,122401700,122401700,SPY
2011/1/11,98.6283493,98.8682814,98.25683601,98.63609076,110287000,110287000,SPY
2011/1/12,99.51844025,99.62679707,98.65157973,99.23207117,107929200,107929200,SPY
2011/1/13,99.35587311,99.60355254,99.10820549,99.5571156,129048400,129048400,SPY
2011/1/14,100.0756836,100.0989021,99.14690933,99.21656474,117677900,117677900,SPY
2011/1/18,100.2459793,100.3388532,99.86672453,99.98281691,114401300,114401300,SPY
2011/1/19,99.26302338,100.2614533,98.99987278,100.1608438,151958400,151958400,SPY
2011/1/20,99.13143921,99.37910687,98.39615408,99.03855941,175745700,175745700,SPY
2011/1/21,99.35587311,99.97505987,99.24751631,99.75061072,151462900,151462900,SPY
2011/1/24,99.92089081,100.0369832,99.27073819,99.29395666,113715500,113715500,SPY
2011/1/25,99.97509003,100.0602284,99.15467234,99.65775509,167552200,167552200,SPY
2011/1/26,100.3620682,100.6561846,100.0215148,100.2227573,141281500,141281500,SPY
2011/1/27,100.6097565,100.7800332,100.2072832,100.3852955,123302700,123302700,SPY
2011/1/28,98.85279846,100.8883711,98.69026325,100.72583,295637300,295637300,SPY
2011/1/31,99.59579468,99.67319744,98.87599856,99.12367796,149249200,149249200,SPY
2011/2/1,101.1902466,101.3682588,100.1376323,100.1995522,167194300,167194300,SPY
2011/2/2,100.996727,101.2676131,100.8728873,100.9270598,118323600,118323600,SPY
2011/2/3,101.2211685,101.3759623,100.2846587,100.8186954,145886700,145886700,SPY
2011/2/4,101.5075378,101.5462392,100.7954772,101.2598702,134634800,134634800,SPY
2011/2/7,102.1422501,102.4750561,101.7242938,101.7320412,112439100,112439100,SPY
2011/2/8,102.6066513,102.6608238,101.9564984,102.235132,99072800,99072800,SPY
2011/2/9,102.3743973,102.6530307,101.8635673,102.3279603,146436700,146436700,SPY
2011/2/10,102.4131165,102.5292088,101.623653,101.8558495,162708500,162708500,SPY
2011/2/11,103.0245514,103.1561267,101.9874203,102.0106388,137710300,137710300,SPY
2011/2/14,103.2722244,103.3573628,102.8465445,102.9626369,101690700,101690700,SPY
2011/2/15,102.9471588,103.1096999,102.4131221,102.9549062,119575400,119575400,SPY
2011/2/16,103.5972824,103.7211103,103.0864525,103.2954305,130183500,130183500,SPY
2011/2/17,103.9069138,104.0462246,103.2025885,103.2954742,109810500,109810500,SPY
2011/2/18,104.1236115,104.2474512,103.7598396,103.9997717,130002400,130002400,SPY
2011/2/22,102.0338898,104.146854,101.7552562,103.0323198,233116400,233116400,SPY
2011/2/23,101.4069214,102.2196032,100.7799991,101.9719238,227584000,227584000,SPY
2011/2/24,101.3372574,101.731995,100.3852647,101.2985678,260431400,260431400,SPY
2011/2/25,102.4208679,102.4827878,101.7010597,101.7629796,141686900,141686900,SPY
2011/2/28,103.055542,103.1871291,102.4595853,102.8001387,141585500,141585500,SPY
2011/3/1,101.3372574,103.473451,101.3063034,103.3805772,258565500,258565500,SPY
2011/3/2,101.5540085,102.0261372,100.8883846,101.1979722,200277400,200277400,SPY
2011/3/3,103.3031464,103.4192387,102.4672463,102.4749818,176480100,176480100,SPY
2011/3/4,102.5292206,103.427041,101.8558612,103.2257985,277202300,277202300,SPY
2011/3/7,101.7242279,103.0632224,101.1901914,102.8310259,216790400,216790400,SPY
2011/3/8,102.6143723,102.9394428,101.4456655,101.8868284,174615000,174615000,SPY
