round,date,sharpe_ratio,reward,wealth,DBC_ret,SHY_ret,SPY_ret,DBC_weight,SHY_weight,SPY_weight
0,2006-04-30,6.444822016567157,64448.22016567157,1033132.698379982,0.070175297,0.002208579,0.012632248,0.3824252486228943,0.14442755281925201,0.4731472432613373
0,2006-05-31,-1.2632327923540962,-12632.327923540963,987333.5613496819,-0.003903019,0.00166972,-0.030121201,0.6127579808235168,0.0437031090259552,0.34353891015052795
0,2006-06-30,-0.2926576712705266,-2926.576712705266,998019.9634835235,-0.008620816,0.002364447,0.002608261,0.40665778517723083,0.08984635025262833,0.5034958124160767
0,2006-07-31,1.904600977176876,19046.00977176876,1019083.1414058676,0.022134406,0.006649243,0.004478209,0.8168646097183228,0.08392773568630219,0.09920764714479446
0,2006-08-31,2.4556191076859046,24556.191076859046,1009649.576087837,-0.033256011,0.007520186,0.021822365,0.19879770278930664,0.08553479611873627,0.7156674861907959
0,2006-09-30,-2.9898809395722123,-29898.809395722124,979562.9305891842,-0.041999953,0.004390379,0.027001647,0.6507664918899536,0.11210284382104874,0.23713067173957825
0,2006-10-31,4.491658480411815,44916.58480411815,1021224.7952853319,0.010020954,0.004172807,0.031516854,0.30451470613479614,0.13700389862060547,0.5584813952445984
0,2006-11-30,6.638106957115295,66381.06957115296,1035311.6327382628,0.065729372,0.004835028,0.019885313,0.3870663344860077,0.1540418416261673,0.458891898393631
0,2006-12-31,-2.377125277305781,-23771.252773057808,984807.6839945092,-0.023199192,0.000658353,0.0133713,0.7552626132965088,0.07419926673173904,0.17053817212581635
0,2007-01-31,0.9846475842147601,9846.4758421476,1004014.0392444021,-0.024003437,0.00162546,0.015040425,0.17288263142108917,0.3187767565250397,0.5083405375480652
0,2007-02-28,-1.0370824828706966,-10370.824828706965,991144.8876474315,0.050854618,0.007269441,-0.01961768,0.12739363312721252,0.06638292968273163,0.806223452091217
0,2007-03-31,1.4844093501736162,14844.093501736163,1009023.1177772955,0.006743388,0.00450683,0.011589147,0.3355824649333954,0.1327076256275177,0.5317099094390869
0,2007-04-30,3.3754991239650045,33754.991239650044,1019197.9443275856,0.00748624,0.003056816,0.044295584,0.5579206943511963,0.11059845238924026,0.33148083090782166
0,2007-05-31,0.5521106050672554,5521.106050672554,1003292.9636778851,-0.002346584,-0.000674322,0.033919741,0.6243311762809753,0.2308078408241272,0.14486101269721985
0,2007-06-30,-1.0398002101334736,-10398.002101334736,993634.0915050153,0.00744809,0.004750697,-0.014620464,0.25136131048202515,0.13976314663887024,0.6088755130767822
0,2007-07-31,-0.14620133216783623,-1462.0133216783624,999206.3813896761,0.019066155,0.009040702,-0.031310235,0.4523374140262604,0.19155661761760712,0.3561059236526489
0,2007-08-31,0.03215868418932414,321.5868418932414,1000266.4720260963,-0.019091219,0.01048797,0.012833016,0.3891252875328064,0.06141286343336105,0.5494617819786072
0,2007-09-30,6.969807603999279,69698.0760399928,1041511.4995738441,0.094199979,0.005519567,0.038714406,0.19201192259788513,0.2366873174905777,0.571300745010376
0,2007-10-31,6.346891802610798,63468.918026107975,1060241.9037423818,0.085023164,0.004779764,0.013565989,0.6667894124984741,0.11051078140735626,0.22269977629184723
0,2007-11-30,-0.6092423721788953,-6092.423721788953,995170.6457673345,-0.006229459,0.017928703,-0.038732603,0.5061594247817993,0.30799639225006104,0.18584422767162323
0,2007-12-31,5.948226857703273,59482.26857703273,1028042.2675872052,0.067042261,0.002996217,-0.01126052,0.4473901689052582,0.2995701730251312,0.2530396580696106
0,2008-01-31,-0.15637387683364712,-1563.7387683364711,998568.0758004338,0.029150886,0.016546522,-0.060461066,0.586688220500946,0.08382119238376617,0.32949063181877136
0,2008-02-29,5.926625643547901,59266.25643547901,1055224.1867113127,0.111453196,0.010332024,-0.025842591,0.5642811059951782,0.09933369606733322,0.33638516068458557
0,2008-03-31,-0.4501627116296303,-4501.627116296303,991713.8278205023,-0.009141271,0.0025357,-0.008941855,0.8092647194862366,0.07118789851665497,0.11954736709594727
0,2008-04-30,3.968694099693677,39686.94099693677,1029035.2726788631,0.060385875,-0.008374535,0.047662405,0.21251004934310913,0.3806595206260681,0.406830370426178
0,2008-05-31,4.440929022293474,44409.290222934746,1040612.5906493271,0.069074529,-0.00346202,0.015116283,0.5529288053512573,0.2335391491651535,0.21353206038475037
0,2008-06-30,5.194801773602496,51948.01773602496,1063978.5513601839,0.104315643,0.002454926,-0.083575618,0.6901578903198242,0.20782782137393951,0.10201437771320343
0,2008-07-31,-5.5041290107644665,-55041.290107644665,940771.2617904587,-0.097811575,0.004342163,-0.008985969,0.5899142622947693,0.16181734204292297,0.24826842546463013
0,2008-08-31,-3.042861609724465,-30428.61609724465,960345.4399993063,-0.065346404,0.004665046,0.015453633,0.6705239415168762,0.08618680387735367,0.2432892620563507
0,2008-09-30,-5.14475228973037,-51447.5228973037,927753.1328485074,-0.102489546,0.007778322,-0.094173839,0.4733068346977234,0.2536763846874237,0.2730168104171753
0,2008-10-31,-6.6760959456231195,-66760.9594562312,809677.597572532,-0.25081141,0.01104726,-0.16518638,0.49593010544776917,0.09832412004470825,0.40574583411216736
0,2008-11-30,-2.3416301892273683,-23416.301892273685,933443.2454803493,-0.123670798,0.011052567,-0.06960669,0.28452596068382263,0.22852396965026855,0.48695001006126404
0,2008-12-31,-0.47233700337910745,-4723.370033791074,990863.8122183173,-0.032621651,0.00562991,0.00979628,0.424735426902771,0.21987242996692657,0.3553921580314636
0,2009-01-31,-3.464050989689638,-34640.50989689638,939399.7158991819,-0.044360581,-0.004369435,-0.082114929,0.27120211720466614,0.14503204822540283,0.5837658643722534
0,2009-02-28,-3.4018899305961483,-34018.89930596148,959167.932544653,-0.056296313,-0.001450166,-0.107448517,0.25692927837371826,0.5044790506362915,0.23859164118766785
0,2009-03-31,2.789406819167407,27894.06819167407,1027973.2154923271,0.046572349,0.004994028,0.083311115,0.21268387138843536,0.6068172454833984,0.1804989129304886
0,2009-04-30,3.861233052231091,38612.33052231091,1048669.0854104506,-0.000999845,-0.001652921,0.099345709,0.48130959272384644,0.023558197543025017,0.4951322078704834
0,2009-05-31,10.754510753992205,107545.10753992206,1126094.018277553,0.162662609,0.00056149,0.058453483,0.6958723664283752,0.08422087132930756,0.2199067324399948
0,2009-06-30,-0.13128405302105886,-1312.8405302105887,998518.2622632022,-0.026259124,-0.00094249,-0.000655001,0.027167893946170807,0.4561100900173187,0.5167220234870911
0,2009-07-31,3.6829013426851067,36829.01342685107,1033893.0733682803,0.018567564,0.00110089,0.074605942,0.2823072373867035,0.33865463733673096,0.37903809547424316
0,2009-08-31,1.4422550639964948,14422.550639964948,1012716.2632465536,-0.040364497,0.004091465,0.036939887,0.13517892360687256,0.41931086778640747,0.44551020860671997
0,2009-09-30,2.0585860534284115,20585.860534284115,1015162.5136899147,-0.002261465,0.002361655,0.035456965,0.17695805430412292,0.41153478622436523,0.41150715947151184
0,2009-10-31,3.6757271527644066,36757.271527644065,1040191.229949341,0.069356452,0.001359459,-0.019225512,0.6347321271896362,0.15501223504543304,0.21025557816028595
0,2009-11-30,4.969960163989301,49699.60163989301,1039081.1532051997,0.045358024,0.005964752,0.06160669,0.35094234347343445,0.3023472726345062,0.34671032428741455
0,2009-12-31,-0.3719716302787501,-3719.716302787501,997938.3824112184,-0.001621986,-0.008406655,0.019101116,0.5041733384132385,0.38951534032821655,0.1063113585114479
0,2010-01-31,-6.681971545445189,-66819.7154544519,951448.5552930388,-0.078391474,0.007955159,-0.036342131,0.38269245624542236,0.08764993399381638,0.5296576619148254
0,2010-02-28,3.4588531654819916,34588.53165481992,1031581.4545978643,0.041427778,0.00160398,0.031194576,0.21578453481197357,0.06154956296086311,0.7226659059524536
0,2010-03-31,5.307576622982372,53075.76622982373,1027684.5354519277,-0.004655026,-0.002691882,0.060879979,0.4778132438659668,0.029603485018014908,0.4925832450389862
0,2010-04-30,2.3312855317981387,23312.855317981386,1016686.6532079568,0.039115809,0.003002028,0.015469868,0.13618557155132294,0.16068950295448303,0.7031249403953552
0,2010-05-31,-6.041198107348606,-60411.98107348606,931115.0792472237,-0.101473258,0.004529167,-0.079454753,0.30512088537216187,0.20585058629512787,0.48902854323387146
0,2010-06-30,-3.2201071607849725,-32201.071607849724,966944.797323173,-0.0177594,0.004189497,-0.051741084,0.4618452787399292,0.05348779261112213,0.48466697335243225
0,2010-07-31,6.947956594775078,69479.56594775077,1054032.5391074272,0.061196042,0.001939789,0.068300824,0.5755504369735718,0.1533900499343872,0.27105948328971863
0,2010-08-31,-4.125842827559662,-41258.42827559662,969786.4300066999,-0.03014408,0.002388476,-0.044980328,0.563696026802063,0.13518653810024261,0.3011174499988556
0,2010-09-30,12.367036207608768,123670.36207608768,1081656.4754790918,0.08603579,0.001187128,0.089554281,0.8779428601264954,0.05441804602742195,0.0676390528678894
0,2010-10-31,5.459536234615913,54595.362346159134,1032244.0219765024,0.044380034,0.002193206,0.038202136,0.30804377794265747,0.2183118760585785,0.47364434599876404
0,2010-11-30,-0.3056250625063214,-3056.2506250632136,996281.0668692333,-0.004368477,-0.002048376,0.0,0.7611459493637085,0.19229114055633545,0.04656289517879486
0,2010-12-31,11.654937450972549,116549.37450972549,1078765.096497432,0.098922938,-0.001637303,0.066852233,0.6864662766456604,0.14750567078590393,0.16602806746959686
0,2011-01-31,4.538269686383101,45382.69686383101,1024176.7914801516,0.03557173,0.001309344,0.023300222,0.2516985535621643,0.10059405118227005,0.6477074027061462
0,2011-02-28,5.082880723079515,50828.807230795144,1033729.0620445323,0.041710451,-0.001213472,0.034737657,0.7049909830093384,0.16478900611400604,0.1302199810743332
0,2011-03-31,1.9166392613832144,19166.392613832144,1013968.6056839301,0.026581573,-0.001300033,0.000120144,0.5356889963150024,0.2299957424402237,0.23431530594825745
0,2011-04-30,5.6322332523862615,56322.33252386261,1027177.2557323189,0.045558716,0.005341379,0.028961377,0.20257829129695892,0.2178824543952942,0.5795392990112305
0,2011-05-31,-2.4565108247602985,-24565.108247602984,984464.080925974,-0.051724138,0.003640542,-0.011214619,0.12281046062707901,0.04400443658232689,0.8331851363182068
0,2011-06-30,-3.058699628772415,-30586.99628772415,976687.4038268242,-0.042644738,-4.67e-05,-0.01686969,0.3312356472015381,0.12451464682817459,0.5442497134208679
0,2011-07-31,3.5408591969159264,35408.591969159264,1021363.0864273933,0.045580297,0.002860153,-0.020004483,0.6021944880485535,0.08190707117319107,0.3158983886241913
0,2011-08-31,-1.8069762445278414,-18069.762445278415,972049.6276222803,-0.003963047,0.003447028,-0.054975871,0.2742474675178528,0.22312070429325104,0.5026317834854126
0,2011-09-30,-4.766897742682002,-47668.97742682002,944823.3653938024,-0.146220176,-0.001015888,-0.069420868,0.2206616997718811,0.45597419142723083,0.3233641982078552
0,2011-10-31,6.950223556971907,69502.23556971907,1090858.2430274808,0.07650488,0.00034268,0.109147361,0.26890984177589417,0.08741571009159088,0.6436744928359985
0,2011-11-30,-0.22105622461731117,-2210.562246173112,997751.4404341336,-0.002886029,0.000450167,-0.004064042,0.3152821362018585,0.3198956847190857,0.3648221790790558
0,2011-12-31,-0.04149531532311639,-414.9531532311639,999594.0839606259,-0.028943581,0.000520949,0.010448841,0.21492303907871246,0.2405765950679779,0.5445004105567932
0,2012-01-31,7.123887078909981,71238.8707890998,1039379.9678676599,0.03688523,0.000827974,0.046374608,0.4137163758277893,0.06737558543682098,0.5189080834388733
0,2012-02-29,10.627286929580135,106272.86929580136,1045434.2562370775,0.053539453,-0.001407651,0.043405355,0.6620303988456726,0.10443798452615738,0.2335316240787506
0,2012-03-31,3.0159463199898022,30159.463199898022,1016292.536593691,-0.017735417,-0.000769981,0.032163657,0.27088746428489685,0.07147964835166931,0.6576328277587891
0,2012-04-30,-1.2932753164831707,-12932.753164831707,993294.2528965835,-0.013541617,0.002016967,-0.006675842,0.3717873990535736,0.2902057468891144,0.33800679445266724
0,2012-05-31,-15.220896946179938,-152208.96946179937,911873.2623470756,-0.111580442,0.000567959,-0.060055616,0.7108941674232483,0.14115917682647705,0.14794661104679108
0,2012-06-30,2.7589583523753674,27589.583523753674,1020402.1084309818,0.020206008,-0.000970721,0.040581035,0.35719501972198486,0.3104819059371948,0.3323230743408203
0,2012-07-31,3.0966246053998687,30966.246053998686,1024605.5950124902,0.058252396,0.002205487,0.011829801,0.31654831767082214,0.19941170513629913,0.4840400218963623
0,2012-08-31,7.169670049512678,71696.70049512679,1032501.8653998527,0.056513827,7.16e-05,0.025052562,0.43184489011764526,0.2456704080104828,0.32248470187187195
0,2012-09-30,1.1583857971040015,11583.857971040015,1007144.6285008104,-0.003820862,0.000164659,0.02535033,0.5463751554489136,0.09002288430929184,0.363601952791214
0,2012-10-31,-3.3973208557752255,-33973.20855775225,980511.0094999624,-0.039051574,-0.00068638,-0.018197929,0.12775719165802002,0.0784134715795517,0.7938293218612671
0,2012-11-30,2.2038990583784845,22038.990583784846,1014190.8260754715,0.01959367,0.000237595,0.005660043,0.6529649496078491,0.10463669151067734,0.24239836633205414
0,2012-12-31,-0.47727243439594313,-4772.724343959431,997898.4079351131,-0.011387924,0.000248619,0.008934396,0.49723905324935913,0.10717948526144028,0.3955814838409424
0,2013-01-31,7.174627188314909,71746.2718831491,1025122.8465439494,0.024838018,0.000118417,0.051190024,0.7503119707107544,0.1232573464512825,0.1264306604862213
0,2013-02-28,-8.922294184522675,-89222.94184522676,969081.8622954442,-0.047067163,0.000604167,0.012758882,0.70700603723526,0.1135069876909256,0.17948700487613678
0,2013-03-31,6.130397663446944,61303.976634469436,1022400.7715989896,0.006634661,0.000331672,0.037971085,0.3110436797142029,0.15471330285072327,0.5342430472373962
0,2013-04-30,-0.7105535441983357,-7105.5354419833575,996129.5034608945,-0.038081154,0.000686116,0.019212672,0.32368218898773193,0.24495531618595123,0.4313625395298004
